Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,
624,Mitch Stockentree,nl NED,DF,nl Twente,19,1991,1,0,1,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
625,Valentin Stocker,ch SUI,MF,ch Basel,21,1989,5,5,413,4.6,1,1,2,1,0,0,0,1,0.22,0.22,0.44,0.22,0.44,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
626,Vladimir Stojković,rs SRB,GK,rs Partizan,27,1983,6,6,540,6.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
627,Martin Stranzl,at AUT,"DF,MF",ru Spartak Moscow,30,1980,3,2,180,2.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
628,Rodney Strasser,sl SLE,MF,it Milan,20,1990,2,0,3,0.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
629,Marco Streller,ch SUI,FW,ch Basel,29,1981,5,5,397,4.4,0,2,2,0,0,0,3,0,0.00,0.45,0.45,0.00,0.45,Matches
630,Daniel Sturridge,eng ENG,"FW,MF",eng Chelsea,20,1989,5,2,195,2.2,2,0,2,2,0,0,0,0,0.92,0.00,0.92,0.92,0.92,Matches
631,Jeffrén Suárez,ve VEN,"FW,MF",es Barcelona,22,1988,2,1,28,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
632,Luis Suárez,uy URU,FW,nl Ajax,23,1987,5,5,450,5.0,1,3,4,1,0,0,3,0,0.20,0.60,0.80,0.20,0.80,Matches
633,Marek Suchý,cz CZE,DF,ru Spartak Moscow,22,1988,6,6,540,6.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
634,Miralem Sulejmani,rs SRB,"FW,MF",nl Ajax,21,1988,6,4,406,4.5,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
635,Gustav Svensson,se SWE,"DF,MF",tr Bursaspor,23,1987,5,4,373,4.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
636,Wojciech Szczęsny,pl POL,GK,eng Arsenal,20,1990,2,2,109,1.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
637,Rodrigo Taddei,br BRA,"DF,FW",it Roma,30,1980,3,3,226,2.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
638,Teemu Tainio,fi FIN,MF,nl Ajax,30,1979,2,0,21,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
639,Taye Taiwo,ng NGA,DF,fr Marseille,25,1985,5,4,388,4.3,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
640,Toto Tamuz,il ISR,FW,il Hapoel Tel Aviv,22,1988,6,4,323,3.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
641,Ali Tandoğan,tr TUR,"DF,MF",tr Bursaspor,32,1977,4,4,340,3.8,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
642,Alex Teixeira,br BRA,"FW,MF",ua Shakhtar Donetsk,20,1990,8,1,236,2.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
643,Fwayo Tembo,zm ZAM,"FW,MF",ch Basel,21,1989,3,1,121,1.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
644,John Terry,eng ENG,DF,eng Chelsea,29,1980,8,8,702,7.8,1,0,1,1,0,0,2,0,0.13,0.00,0.13,0.13,0.13,Matches
645,Lennart Thy,de GER,FW,de Werder Bremen,18,1992,1,0,11,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
646,Dwight Tiendalli,nl NED,DF,nl Twente,24,1985,3,3,270,3.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
647,Nemanja Tomić,rs SRB,"FW,MF",rs Partizan,22,1988,3,3,237,2.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
648,Tony,pt POR,DF,ro CFR Cluj,29,1980,2,1,102,1.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
649,Mehmet Topal,tr TUR,"DF,MF",es Valencia,24,1986,5,4,364,4.0,0,1,1,0,0,0,0,0,0.00,0.25,0.25,0.00,0.25,Matches
650,Fernando Torres,es ESP,FW,eng Chelsea,26,1984,4,3,248,2.8,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
651,Francesco Totti,it ITA,"FW,MF",it Roma,33,1976,7,6,552,6.1,2,1,3,0,2,2,0,0,0.33,0.16,0.49,0.00,0.16,Matches
652,Jérémy Toulalan,fr FRA,"DF,MF",fr Lyon,26,1983,5,5,450,5.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
653,Alain Traoré,bf BFA,"FW,MF",fr Auxerre,21,1988,3,1,111,1.2,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
654,Lacina Traoré,ci CIV,FW,ro CFR Cluj,20,1990,6,6,463,5.1,2,0,2,2,0,0,2,0,0.39,0.00,0.39,0.39,0.39,Matches
655,Salim Tuama,il ISR,MF,il Hapoel Tel Aviv,30,1979,3,1,121,1.3,0,2,2,0,0,0,0,0,0.00,1.49,1.49,0.00,1.49,Matches
656,Ross Turnbull,eng ENG,GK,eng Chelsea,25,1985,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
657,Anatoliy Tymoshchuk,ua UKR,"DF,MF",de Bayern Munich,31,1979,6,5,463,5.1,1,0,1,1,0,0,0,0,0.19,0.00,0.19,0.19,0.19,Matches
658,Alexandros Tzorvas,gr GRE,GK,gr Panathinaikos,27,1982,6,6,540,6.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
659,Atsuto Uchida,jp JPN,DF,de Schalke 04,22,1988,11,11,958,10.6,0,1,1,0,0,0,1,0,0.00,0.09,0.09,0.00,0.09,Matches
660,Mathieu Valbuena,fr FRA,"FW,MF",fr Marseille,25,1984,8,5,437,4.9,1,1,2,1,0,0,2,0,0.21,0.21,0.41,0.21,0.41,Matches
661,Víctor Valdés,es ESP,GK,es Barcelona,28,1982,11,11,990,11.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
662,Antonio Valencia,ec ECU,"DF,MF",eng Manchester Utd,24,1985,7,5,466,5.2,1,1,2,1,0,0,1,0,0.19,0.19,0.39,0.19,0.39,Matches
663,Daniel Van Buyten,be BEL,DF,de Bayern Munich,32,1978,5,5,430,4.8,0,1,1,0,0,0,0,0,0.00,0.21,0.21,0.00,0.21,Matches
664,Vandinho,br BRA,MF,pt Braga,32,1978,6,6,524,5.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
665,Víctor Vázquez,es ESP,"FW,MF",es Barcelona,23,1987,1,0,77,0.9,1,0,1,1,0,0,0,0,1.17,0.00,1.17,1.17,1.17,Matches
666,Gökçek Vederson,tr TUR,"DF,MF",tr Bursaspor,29,1981,6,6,496,5.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
667,Carlos Vela,mx MEX,"FW,MF",eng Arsenal,21,1989,4,0,87,1.0,2,0,2,2,0,0,1,0,02.07,0.00,02.07,02.07,02.07,Matches
668,Léo Veloso,br BRA,DF,ro CFR Cluj,23,1987,2,1,102,1.1,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
669,Gil Vermouth,il ISR,MF,il Hapoel Tel Aviv,24,1985,6,6,540,6.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
670,Jan Vertonghen,be BEL,DF,nl Ajax,23,1987,5,5,450,5.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
671,Hugo Viana,pt POR,MF,pt Braga,27,1983,3,1,73,0.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
672,Nemanja Vidić,rs SRB,DF,eng Manchester Utd,28,1981,9,9,810,9.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
673,David Villa,es ESP,"FW,MF",es Barcelona,28,1981,12,12,943,10.5,4,1,5,3,1,1,0,0,0.38,0.10,0.48,0.29,0.38,Matches
674,Martin Vingaard,dk DEN,MF,dk FC Copenhagen,25,1985,8,7,612,6.8,2,2,4,2,0,0,0,0,0.29,0.29,0.59,0.29,0.59,Matches
675,Vitaliy Vitsenets,ua UKR,"FW,MF",ua Shakhtar Donetsk,19,1990,4,0,47,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
676,Sergio Vittor,ar ARG,"DF,MF",sk MŠK Žilina,21,1989,2,2,124,1.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
677,Admir Vladavić,ba BIH,MF,sk MŠK Žilina,28,1982,5,3,276,3.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
678,Mirko Vučinić,me MNE,FW,it Roma,26,1983,5,5,350,3.9,0,1,1,0,0,0,0,0,0.00,0.26,0.26,0.00,0.26,Matches
679,Dario Vujičević,hr CRO,MF,nl Twente,20,1990,2,0,21,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
680,Loukas Vyntra,gr GRE,DF,gr Panathinaikos,29,1981,6,6,540,6.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
681,Sandro Wagner,de GER,FW,de Werder Bremen,22,1987,3,1,114,1.3,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
682,Theo Walcott,eng ENG,"FW,MF",eng Arsenal,21,1989,5,3,277,3.1,2,0,2,2,0,0,0,0,0.65,0.00,0.65,0.65,0.65,Matches
683,David Weir,sct SCO,DF,sct Rangers,40,1970,6,6,540,6.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
684,Vladimír Weiss,sk SVK,"FW,MF",sct Rangers,20,1989,3,2,186,2.1,0,1,1,0,0,0,0,0,0.00,0.48,0.48,0.00,0.48,Matches
685,Weldon,br BRA,FW,pt Benfica,29,1980,1,0,19,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
686,Welliton,br BRA,FW,ru Spartak Moscow,23,1986,5,5,401,4.5,0,1,1,0,0,0,0,1,0.00,0.22,0.22,0.00,0.22,Matches
687,Oscar Wendt,se SWE,"DF,MF",dk FC Copenhagen,24,1985,8,8,704,7.8,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
688,Wesley,br BRA,MF,de Werder Bremen,23,1987,4,4,337,3.7,0,1,1,0,0,0,0,0,0.00,0.27,0.27,0.00,0.27,Matches
689,Steven Whittaker,sct SCO,"DF,MF",sct Rangers,26,1984,6,6,540,6.0,0,1,1,0,0,0,1,0,0.00,0.17,0.17,0.00,0.17,Matches
690,Tim Wiese,de GER,GK,de Werder Bremen,28,1981,5,5,397,4.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
691,Johan Wiland,se SWE,GK,dk FC Copenhagen,29,1981,8,8,720,8.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
692,Willian,br BRA,"FW,MF",ua Shakhtar Donetsk,21,1988,10,10,841,9.3,1,1,2,1,0,0,0,0,0.11,0.11,0.21,0.11,0.21,Matches
693,Jack Wilshere,eng ENG,MF,eng Arsenal,18,1992,7,7,614,6.8,1,3,4,1,0,0,1,0,0.15,0.44,0.59,0.15,0.59,Matches
694,Peter Wisgerhof,nl NED,DF,nl Twente,30,1979,6,6,474,5.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
695,Jonathan Woodgate,eng ENG,DF,eng Tottenham Hotspur,30,1980,1,0,32,0.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
696,Xavi,es ESP,MF,es Barcelona,30,1980,12,11,952,10.6,2,3,5,2,0,0,0,0,0.19,0.28,0.47,0.19,0.47,Matches
697,Granit Xhaka,ch SUI,MF,ch Basel,17,1992,2,0,47,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
698,Avihai Yadin,il ISR,MF,il Hapoel Tel Aviv,23,1986,5,5,433,4.8,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
699,Gilles Yapi Yapo,ci CIV,MF,ch Basel,28,1982,6,6,540,6.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
700,Mario Yepes,co COL,DF,it Milan,34,1976,2,2,180,2.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
701,Sercan Yıldırım,tr TUR,FW,tr Bursaspor,20,1990,6,5,396,4.4,1,1,2,1,0,0,0,0,0.23,0.23,0.45,0.23,0.45,Matches
702,Eran Zahavi,il ISR,"FW,MF",il Hapoel Tel Aviv,23,1987,6,6,509,5.7,3,1,4,3,0,0,1,0,0.53,0.18,0.71,0.53,0.71,Matches
703,Gianluca Zambrotta,it ITA,DF,it Milan,33,1977,5,5,450,5.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
704,Javier Zanetti,ar ARG,"DF,MF",it Inter,36,1973,8,8,684,7.6,1,0,1,1,0,0,1,0,0.13,0.00,0.13,0.13,0.13,Matches
705,Reto Zanni,ch SUI,DF,ch Basel,30,1980,1,0,1,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
706,Demy de Zeeuw,nl NED,MF,nl Ajax,27,1983,6,5,448,5.0,2,0,2,2,0,0,2,0,0.40,0.00,0.40,0.40,0.40,Matches
707,Yuri Zhirkov,ru RUS,"DF,MF",eng Chelsea,26,1983,7,6,493,5.5,1,0,1,1,0,0,2,0,0.18,0.00,0.18,0.18,0.18,Matches
708,Kenneth Zohore,dk DEN,FW,dk FC Copenhagen,16,1994,5,0,67,0.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
709,Štefan Zošák,sk SVK,MF,sk MŠK Žilina,26,1984,2,1,135,1.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
710,Mora Mateos,,,es Real Madrid,,,1,0,8,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
